email_id,subject,email_body,claim_type,urgency,fraud_flag
1416,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1417,Vehicle damage claim request,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1418,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1419,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1420,Vehicle damage claim request,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1421,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1422,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1423,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1424,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1425,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1426,Motor insurance accident intimation,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1427,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1428,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1429,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1430,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1431,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1432,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1433,Motor insurance accident intimation,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1434,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1435,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1436,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1437,Vehicle damage claim request,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1438,Motor insurance accident intimation,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1439,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1440,Vehicle damage claim request,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,High,No
1441,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1442,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1443,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1444,Vehicle damage claim request,My vehicle met with an accident on Bangalore. The damage assessment report is attached for claim processing.,Vehicle,High,No
1445,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1446,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1447,Vehicle damage claim request,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1448,Car accident insurance claim,My vehicle met with an accident on Punjab. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1449,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1450,Vehicle damage claim request,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1451,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1452,Motor insurance accident intimation,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1453,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1454,Car accident insurance claim,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1455,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,High,No
1456,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1457,Car accident insurance claim,My vehicle met with an accident on Mumbai. The damage assessment report is attached for claim processing.,Vehicle,High,No
1458,Motor insurance accident intimation,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1459,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1460,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1461,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1462,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1463,Car accident insurance claim,My vehicle met with an accident on Chandigarh. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1464,Vehicle damage claim request,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,High,No
1465,Vehicle damage claim request,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1466,Vehicle damage claim request,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1467,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1468,Car accident insurance claim,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
1469,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,High,No
1470,Vehicle damage claim request,I am submitting a motor insurance claim after my car accident. FIR and repair estimate enclosed.,Vehicle,Medium,No
1471,Motor insurance accident intimation,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,High,No
1472,Car accident insurance claim,The vehicle was damaged due to collision. Please initiate claim settlement.,Vehicle,Medium,No
1473,Car accident insurance claim,My vehicle met with an accident on Delhi. The damage assessment report is attached for claim processing.,Vehicle,Medium,No
